"","AU","TI","SO","DT","DT2","DI","SN","PN","PP","PU","VL","PY","DB","TC","CR","C1","AU_UN","SR_FULL","SR"
"WC SONZOGNI WCS, 1991, ","WC SONZOGNI WCS","EVER THE OPTIMIST",NA,"CITATION","BOOK",NA,NA,NA,NA,"ELSEVIER",NA,1991,"ISI",NA,"none",NA,NA,"WC SONZOGNI WCS, 1991, ","WC SONZOGNI WCS, 1991, "
"WC SONZOGNI WCS, NA, ","WC SONZOGNI WCS;PJ PELKY PJP","NATIONAL WATER-QUALITY ASSESSMENT PROGRAM","PUBS.USGS.GOV",NA,"ARTICLE",NA,NA,NA,NA,NA,NA,NA,"ISI",NA,"none",NA,NA,"WC SONZOGNI WCS, NA, ","WC SONZOGNI WCS, NA, "
"J STRAUSS JS, 1996, ","J STRAUSS JS;J STANDRIDGE JS;WC SONZOGNI WCS","EVALUATION OF ENZYME LINKED IMMUNOSORBENT ASSAY (ELISA) FOR HERBICIDE ANALYSIS OF WISCONSIN SOILS IN COMPARISON TO GAS CHROMATOGRAPHY",NA,"CITATION","BOOK",NA,NA,NA,NA,"WATER RESOURCES CENTER, UNIVERSITY",NA,1996,"ISI",NA,"none",NA,NA,"J STRAUSS JS, 1996, ","J STRAUSS JS, 1996, "
"J SCHAUER JS, NA, ","J SCHAUER JS;WC SONZOGNI WCS","CURTIS J. HEDMAN, JOCELYN C. HEMMING1, SONYA HAVENS1, MARK MIERITZ1","ANALYSIS OF POLAR ORGANIC COMPOUNDS IN","CITATION","ARTICLE",NA,NA,NA,NA,NA,NA,NA,"ISI",NA,"none",NA,NA,"J SCHAUER JS, NA, ","J SCHAUER JS, NA, "
"RAI KRILL RAIK, 1986, ","RAI KRILL RAIK;WC SONZOGNI WCS","CHEMICAL MO OF WSCONSWS GROUNDWATER",NA,"CITATION","MISC",NA,NA,NA,NA,NA,NA,1986,"ISI",NA,"none",NA,NA,"RAI KRILL RAIK, 1986, ","RAI KRILL RAIK, 1986, "
"WC SONZOGNI WCS, 1992, -a","WC SONZOGNI WCS;M ELDAN ME;JR LAWRENCE JRL","ANALYTICAL DETERMINATION OF PESTICIDE METABOLITES AND CARRIER CHEMICAL IN WISCONSIN WELLS",NA,"CITATION","BOOK",NA,NA,NA,NA,"WISCONSIN DEPARTMENT OF NATURAL",NA,1992,"ISI",NA,"none",NA,NA,"WC SONZOGNI WCS, 1992, ","WC SONZOGNI WCS, 1992, -a"
"WC SONZOGNI WCS, 1995, ","WC SONZOGNI WCS;DM SCHLEIS DMS;LE WEST LEW","FACTORS EFFECTING THE DETERMINATION OF RADON IN GROUNDWATER",NA,"CITATION","BOOK",NA,NA,NA,NA,"WISCONSIN GEOLOGICAL AND NATURAL",NA,1995,"ISI",NA,"none",NA,NA,"WC SONZOGNI WCS, 1995, ","WC SONZOGNI WCS, 1995, "
"PS KAROFSKY PSK, 1988, ","PS KAROFSKY PSK;WC SONZOGNI WCS;D WEIR DW","IS IT SAFE TO DRINK WATER FROM TENNIS BALL CONTAINERS?","THE PHYSICIAN AND",NA,"ARTICLE",NA,NA,NA,NA,"TAYLOR \& FRANCIS",NA,1988,"ISI",NA,"none",NA,NA,"PS KAROFSKY PSK, 1988, ","PS KAROFSKY PSK, 1988, "
"WC SONZOGNI WCS, 1986, -a","WC SONZOGNI WCS;DJ DUBE DJD","METHODS FOR ANALYSIS OF ORGANIC COMPOUNDS IN THE GREAT LAKES: THE PROCEEDINGS OF AN INVITATIONAL WORKSHOP, OCTOBER 10-11, 1985, WISCONSIN ALUMNI",NA,"CITATION","BOOK",NA,NA,NA,NA,"UNIVERSITY OF WISCONSIN SEA GRANT",NA,1986,"ISI",NA,"none",NA,NA,"WC SONZOGNI WCS, 1986, ","WC SONZOGNI WCS, 1986, -a"
"CP MCDONALD CPMD, 2015, -a-b-c-d","CP MCDONALD CPMD;MJ PARSEN MJP;RC LATHROP RCL;","CHARACTERIZING THE SOURCES OF ELEVATED GROUNDWATER NITRATE IN DANE COUNTY, WISCONSIN","FINAL REPORT TO WDNR","PDF","ARTICLE",NA,NA,NA,NA,"LSRWA.ORG",NA,2015,"ISI",NA,"none",NA,NA,"CP MCDONALD CPMD, 2015, ","CP MCDONALD CPMD, 2015, -a-b-c-d"
"RS STELZER RSS, 2014, -a-b-c-d","RS STELZER RSS;JT SCOTT JTS;LA BARTSCH LAB;TB PARR TBP","PARTICULATE ORGANIC MATTER QUALITY INFLUENCES NITRATE RETENTION AND DENITRIFICATION IN STREAM SEDIMENTS: EVIDENCE FROM A CARBON BURIAL EXPERIMENT","BIOGEOCHEMISTRY","HTML","ARTICLE",NA,NA,NA,NA,"SPRINGER",NA,2014,"ISI",NA,"none",NA,NA,"RS STELZER RSS, 2014, ","RS STELZER RSS, 2014, -a-b-c-d"
"RS STELZER RSS, 2011, -a-b-c","RS STELZER RSS;LA BARTSCH LAB;WB RICHARDSON WBR;","THE DARK SIDE OF THE HYPORHEIC ZONE: DEPTH PROFILES OF NITROGEN AND ITS PROCESSING IN STREAM SEDIMENTS","FRESHWATER",NA,"ARTICLE",NA,NA,NA,NA,"WILEY ONLINE LIBRARY",NA,2011,"ISI",NA,"none",NA,NA,"RS STELZER RSS, 2011, ","RS STELZER RSS, 2011, -a-b-c"
"RS STELZER RSS, 2014, -a-b-c-d-e","RS STELZER RSS;JT SCOTT JTS;LA BARTSCH LAB","BURIED PARTICULATE ORGANIC CARBON STIMULATES DENITRIFICATION AND NITRATE RETENTION IN STREAM SEDIMENTS AT THE GROUNDWATERSURFACE WATER INTERFACE","FRESHWATER SCIENCE",NA,"ARTICLE",NA,NA,NA,NA,"JOURNALS.UCHICAGO.EDU",NA,2014,"ISI",NA,"none",NA,NA,"RS STELZER RSS, 2014, ","RS STELZER RSS, 2014, -a-b-c-d-e"
"RS STELZER RSS, 2012, -a","RS STELZER RSS;LA BARTSCH LAB","NITRATE REMOVAL IN DEEP SEDIMENTS OF A NITROGENRICH RIVER NETWORK: A TEST OF A CONCEPTUAL MODEL","JOURNAL OF GEOPHYSICAL RESEARCH",NA,"ARTICLE",NA,NA,NA,NA,"WILEY ONLINE LIBRARY",NA,2012,"ISI",NA,"none",NA,NA,"RS STELZER RSS, 2012, ","RS STELZER RSS, 2012, -a"
"RS STELZER RSS, 2010, -a","RS STELZER RSS;BL JOACHIM BLJ","EFFECTS OF ELEVATED NITRATE CONCENTRATION ON MORTALITY, GROWTH, AND EGESTION RATES OF GAMMARUS PSEUDOLIMNAEUS AMPHIPODS","ARCHIVES OF ENVIRONMENTAL CONTAMINATION AND","HTML","ARTICLE",NA,NA,NA,NA,"SPRINGER",NA,2010,"ISI",NA,"none",NA,NA,"RS STELZER RSS, 2010, ","RS STELZER RSS, 2010, -a"
"RS STELZER RSS, 2018, -a","RS STELZER RSS;JT SCOTT JTS","PREDICTING NITRATE RETENTION AT THE GROUNDWATERSURFACE WATER INTERFACE IN SANDPLAIN STREAMS","JOURNAL OF GEOPHYSICAL RESEARCH",NA,"ARTICLE",NA,NA,NA,NA,"WILEY ONLINE LIBRARY",NA,2018,"ISI",NA,"none",NA,NA,"RS STELZER RSS, 2018, ","RS STELZER RSS, 2018, -a"
"RS STELZER RSS, 2017, ","RS STELZER RSS;EA STRAUSS EAS;M COULIBALY MC","ASSESSING THE IMPORTANCE OF SEEPAGE AND SPRINGS TO NITRATE FLUX IN A STREAM NETWORK IN THE WISCONSIN SAND PLAINS","HYDROLOGICAL PROCESSES",NA,"ARTICLE",NA,NA,NA,NA,"WILEY ONLINE LIBRARY",NA,2017,"ISI",NA,"none",NA,NA,"RS STELZER RSS, 2017, ","RS STELZER RSS, 2017, "
"TJ ANDERSON TJA, 2012, ","TJ ANDERSON TJA;RS STELZER RSS;HG DRECKTRAH HGD;","SECONDARY PRODUCTION OF CHIRONOMIDAE IN A LARGE EUTROPHIC LAKE: IMPLICATIONS FOR LAKE STURGEON PRODUCTION","FRESHWATER",NA,"ARTICLE",NA,NA,NA,NA,"JOURNALS.UCHICAGO.EDU",NA,2012,"ISI",NA,"none",NA,NA,"TJ ANDERSON TJA, 2012, ","TJ ANDERSON TJA, 2012, "
"JJ STEUER JJS, 2001, ","JJ STEUER JJS;RJ HUNT RJH","USE OF A WATERSHED-MODELING APPROACH TO ASSESS HYDROLOGIC EFFECTS OF URBANIZATION, NORTH FORK PHEASANT BRANCH BASIN NEAR MIDDLETON, WISCONSIN",NA,NA,"BOOK",NA,NA,NA,NA,"PUBS.ER.USGS.GOV",NA,2001,"ISI",NA,"none",NA,NA,"JJ STEUER JJS, 2001, ","JJ STEUER JJS, 2001, "
"RJ HUNT RJH, 2000, ","RJ HUNT RJH;JJ STEUER JJS","SIMULATION OF THE RECHARGE AREA FOR FREDERICK SPRINGS, DANE COUNTY, WISCONSIN",NA,NA,"BOOK",NA,NA,NA,NA,"PUBS.ER.USGS.GOV",NA,2000,"ISI",NA,"none",NA,NA,"RJ HUNT RJH, 2000, ","RJ HUNT RJH, 2000, "
"RJ HUNT RJH, 2001, -a","RJ HUNT RJH;JJ STEUER JJS;MTC MANSOR MTCM;TD BULLEN TDB","DELINEATING A RECHARGE AREA FOR A SPRING USING NUMERICAL MODELING, MONTE CARLO TECHNIQUES, AND GEOCHEMICAL INVESTIGATION","GROUNDWATER",NA,"ARTICLE",NA,NA,NA,NA,"WILEY ONLINE LIBRARY",NA,2001,"ISI",NA,"none",NA,NA,"RJ HUNT RJH, 2001, ","RJ HUNT RJH, 2001, -a"
"RJ HUNT RJH, 2001, -a-b","RJ HUNT RJH;JJ STEUER JJS","EVALUATING THE EFFECTS OF URBANIZATION AND LAND-USE PLANNING USING GROUND-WATER AND SURFACE-WATER MODELS",NA,NA,"BOOK",NA,NA,NA,NA,"PUBS.ER.USGS.GOV",NA,2001,"ISI",NA,"none",NA,NA,"RJ HUNT RJH, 2001, ","RJ HUNT RJH, 2001, -a-b"
"JJ STEUER JJS, 2001, -a","JJ STEUER JJS;RJ HUNT RJH","TO ASSESS HYDROLOGIC EFFECTS OF URBANIZATION, NORTH FORK PHEASANT BRANCH BASIN NEAR MIDDLETON, WISCONSIN. USGS WATER-RESOURCES INVESTIGATIONS REPORT","US GEOLOGICAL SURVEY, WASHINGTON, DC","CITATION","ARTICLE",NA,NA,NA,NA,NA,NA,2001,"ISI",NA,"none",NA,NA,"JJ STEUER JJS, 2001, ","JJ STEUER JJS, 2001, -a"
"JJ STEUER JJS, 1999, ","JJ STEUER JJS","A PRECIPITATION-RUNOFF MODEL FOR PHEASANT BRANCH CREEK, MIDDLETON, WI","SURVEY WATER RESOURCES DIVISION, MIDDLETON, WI, USA","CITATION","ARTICLE",NA,NA,NA,NA,NA,NA,1999,"ISI",NA,"none",NA,NA,"JJ STEUER JJS, 1999, ","JJ STEUER JJS, 1999, "
", NA, -a-b",";JG SCHULER JGS;DE HOUSNER DEH;TJ POPOWSKI TJP;JJ STEUER JJS;","-AND GROUND-WATER DATA-COLLECTION NETWORKS IN EACH STATE, PUERTO RICO, AND THE TRUST TERRITORIES. THESE RECORDS OF STREAMFLOW, GROUND-WATER LEVELS, AND WATER","CITESEER","PDF","ARTICLE",NA,NA,NA,NA,NA,NA,NA,"ISI",NA,"none",NA,NA,", NA, ",", NA, -a-b"
"K FERMANICH KF, 2006, ","K FERMANICH KF;M ZORN MZ;R STIEGLITZ RS;","MAPPING AND CHARACTERIZATION OF SPRINGS IN BROWN AND CALUMET COUNTIES"," WATER AND GROUNDWATER","PDF","ARTICLE",NA,NA,NA,NA,"WRI.WISC.EDU",NA,2006,"ISI",NA,"none",NA,NA,"K FERMANICH KF, 2006, ","K FERMANICH KF, 2006, "
"RD STIEGLITZ RDS, 1997, ","RD STIEGLITZ RDS;JH WIERSMA JHW","ROLE OF WETLANDS IN THE GROUNDWATER BUDGET OF A SMALL GLACIOKARSTIC BASIN",NA,"CITATION","BOOK",NA,NA,NA,NA,"WATER RESOURCES CENTER, UNIVERSITY ",NA,1997,"ISI",NA,"none",NA,NA,"RD STIEGLITZ RDS, 1997, ","RD STIEGLITZ RDS, 1997, "
"JH WIERSMA JHW, 1995, ","JH WIERSMA JHW;RD STIEGLITZ RDS","CHARACTERIZATION OF GROUNDWATER FLOW IN A SUBBASIN WITH THIN SOILS AND FRACTURED BEDROCK",NA,"CITATION","BOOK",NA,NA,NA,NA,"UNIVERSITY OF WISCONSIN, WATER ",NA,1995,"ISI",NA,"none",NA,NA,"JH WIERSMA JHW, 1995, ","JH WIERSMA JHW, 1995, "
"MTI HARRIS MTIH, 1997, -a","MTI HARRIS MTIH;MA MULDOON MAM;","THE SILURIAN DOLOMITE AQUIFER OF THE DOOR PENINSULA: FACRES, SEQUENCE STRATIGRAPHY, AND HYDROGEOLOGY","GUIDE TO FIELD ","CITATION","ARTICLE",NA,NA,NA,NA,"WISCONSIN GEOLOGICAL AND NATURAL ",NA,1997,"ISI",NA,"none",NA,NA,"MTI HARRIS MTIH, 1997, ","MTI HARRIS MTIH, 1997, -a"
"JH WIERSMA JHW, 1989, ","JH WIERSMA JHW;RD STIEGLITZ RDS","LEAD MIGRATION FROM CONTAMINATED SITES--DOOR COUNTY, WISCONSIN",NA,"CITATION","BOOK",NA,NA,NA,NA,"WISCONSIN DEPARTMENT OF NATURAL ",NA,1989,"ISI",NA,"none",NA,NA,"JH WIERSMA JHW, 1989, ","JH WIERSMA JHW, 1989, "
"R SCHROEDER RS, 1997, ","R SCHROEDER RS;RD STIEGLITZ RDS;JH WIERSMA JHW","EVALUATION OF SHALLOW SOIL ABSORPTION FIELDS RECEIVING RECIRCULATED SAND FILTER WASTEWATER EFFLUENT",NA,"CITATION","BOOK",NA,NA,NA,NA,"WISCONSIN GEOLOGICAL AND NATURAL ",NA,1997,"ISI",NA,"none",NA,NA,"R SCHROEDER RS, 1997, ","R SCHROEDER RS, 1997, "
"RS BURKEL RSB, 1999, ","RS BURKEL RSB;RC STOLL RCS","NATURALLY OCCURRING ARSENIC IN SANDSTONE AQUIFER WATER SUPPLY WELLS OF NORTHEASTERN WISCONSIN","GROUNDWATER MONITORING \& REMEDIATION",NA,"ARTICLE",NA,NA,NA,NA,"WILEY ONLINE LIBRARY",NA,1999,"ISI",NA,"none",NA,NA,"RS BURKEL RSB, 1999, ","RS BURKEL RSB, 1999, "
"RC STOLL RCS, 1992, ","RC STOLL RCS;K ERDMANN KE","GREEN BAY MASS BALANCE GROUNDWATER MONITORING RESULTS: STAGE II, MILITARY AVENUE, BAYPORT DREDGE, AND PH GLATFELTER LANDFILLS",NA,"CITATION","BOOK",NA,NA,NA,NA,"WISCONSIN DEPARTMENT OF NATURAL ",NA,1992,"ISI",NA,"none",NA,NA,"RC STOLL RCS, 1992, ","RC STOLL RCS, 1992, "
"RC STOLL RCS, 1988, ","RC STOLL RCS","LEAD CONCENTRATION VARIABILITIES OF PRIVATE WATER SUPPLIES LOCATED IN DOOR COUNTY, WISCONSIN",NA,"CITATION","BOOK",NA,NA,NA,NA,"WISCONSIN DEPARTMENT OF NATURAL ",NA,1988,"ISI",NA,"none",NA,NA,"RC STOLL RCS, 1988, ","RC STOLL RCS, 1988, "
"RW STOOR RWS, 2006, ","RW STOOR RWS;JP HURLEY JPH;CL BABIARZ CLB;","SUBSURFACE SOURCES OF METHYL MERCURY TO LAKE SUPERIOR FROM A WETLANDFORESTED WATERSHED","SCIENCE OF THE TOTAL",NA,"ARTICLE",NA,NA,NA,NA,"ELSEVIER",NA,2006,"ISI",NA,"none",NA,NA,"RW STOOR RWS, 2006, ","RW STOOR RWS, 2006, "
", 2003, -a",";HE SAKAMOTO HES;LB CLECKNER LBC;RW STOOR RWS;","DISTRIBUTION AND FLUXES OF TOTAL AND METHYLMERCURY IN LAKE SUPERIOR","SCIENCE \& TECHNOLOGY",NA,"ARTICLE",NA,NA,NA,NA,"ACS PUBLICATIONS",NA,2003,"ISI",NA,"none",NA,NA,", 2003, ",", 2003, -a"
"RW STOOR RWS, 2002, -a","RW STOOR RWS","GROUNDWATER CONTRIBUTIONS OF METHYL MERCURY TO A LAKE SUPERIOR WATERSHED",NA,"CITATION","BOOK",NA,NA,NA,NA,"UNIVERSITY OF WISCONSIN--MADISON",NA,2002,"ISI",NA,"none",NA,NA,"RW STOOR RWS, 2002, ","RW STOOR RWS, 2002, -a"
"RW STOOR RWS, 2002, -a-b","RW STOOR RWS;DE ARMSTRONG DEA;K ROLFHUS KR;L CLECKNER LC;","IMPORTANCE OF GROUNDWATER IN PRODUCTION AND TRANSPORT OF METHYLMERCURY IN LAKE SUPERIOR TRIBUTARIES",NA,"CITATION","BOOK",NA,NA,NA,NA,"WISCONSIN WATER RESOURCES INSTITUTE",NA,2002,"ISI",NA,"none",NA,NA,"RW STOOR RWS, 2002, ","RW STOOR RWS, 2002, -a-b"
"MA BORCHARDT MAB, 2003, ","MA BORCHARDT MAB;ME STEMPER MES;","AEROMONAS ISOLATES FROM HUMAN DIARRHEIC STOOL AND GROUNDWATER COMPARED BY PULSED-FIELD GEL ELECTROPHORESIS","EMERGING INFECTIOUS ","HTML","ARTICLE",NA,NA,NA,NA,"NCBI.NLM.NIH.GOV",NA,2003,"ISI",NA,"none",NA,NA,"MA BORCHARDT MAB, 2003, ","MA BORCHARDT MAB, 2003, "
"AJ DEGNAN AJD, 2003, ","AJ DEGNAN AJD;WC SONZOGNI WCS;","DEVELOPMENT OF A PLATING MEDIUM FOR SELECTION OF HELICOBACTER PYLORI FROM WATER SAMPLES","APPL. ENVIRON. MICROBIOL ",NA,"ARTICLE",NA,NA,NA,NA,"AM SOC MICROBIOL",NA,2003,"ISI",NA,"none",NA,NA,"AJ DEGNAN AJD, 2003, ","AJ DEGNAN AJD, 2003, "
"J OLSTADT JO, 2007, -a-b","J OLSTADT JO;JJ SCHAUER JJS;J STANDRIDGE JS;","A COMPARISON OF TEN USEPA APPROVED TOTAL COLIFORM/E. COLI TESTS","JOURNAL OF WATER AND ",NA,"ARTICLE",NA,NA,NA,NA,"IWAPONLINE.COM",NA,2007,"ISI",NA,"none",NA,NA,"J OLSTADT JO, 2007, ","J OLSTADT JO, 2007, -a-b"
", 2008, -a-b",";A CLARY AC;G BOWMAN GB;J STANDRIDGE JS;","EFFECT OF WELL DISINFECTION ON ARSENIC IN GROUND WATER","GROUNDWATER ",NA,"ARTICLE",NA,NA,NA,NA,"WILEY ONLINE LIBRARY",NA,2008,"ISI",NA,"none",NA,NA,", 2008, ",", 2008, -a-b"
"J STANDRIDGE JS, 2008, ","J STANDRIDGE JS","E. COLI AS A PUBLIC HEALTH INDICATOR OF DRINKING WATER QUALITY","JOURNALAMERICAN WATER WORKS ASSOCIATION",NA,"ARTICLE",NA,NA,NA,NA,"WILEY ONLINE LIBRARY",NA,2008,"ISI",NA,"none",NA,NA,"J STANDRIDGE JS, 2008, ","J STANDRIDGE JS, 2008, "
"JM OLSTADT JMO, 2005, ","JM OLSTADT JMO;J STANDRIDGE JS;SM KLUENDER SMK;J SCHAUER JS","A COMPARISON OF USEPA-APPROVED ENZYME-BASED TOTAL COLIFORM AND E. COLI TESTS FOR GROUNDWATER MONITORING","AWWA 2005 WQTC PROC","CITATION","ARTICLE",NA,NA,NA,NA,NA,NA,2005,"ISI",NA,"none",NA,NA,"JM OLSTADT JMO, 2005, ","JM OLSTADT JMO, 2005, "
"JH STANDRIDGE JHS, 1988, -a","JH STANDRIDGE JHS;WC SONZOGNI WCS","EVALUATING MODIFICATIONS TO THE MF TOTAL COLIFORM METHOD FOR DRINKING WATERS WITH HIGH NONCOLIFORM BACKGROUNDS","JOURNALAMERICAN WATER WORKS ",NA,"ARTICLE",NA,NA,NA,NA,"WILEY ONLINE LIBRARY",NA,1988,"ISI",NA,"none",NA,NA,"JH STANDRIDGE JHS, 1988, ","JH STANDRIDGE JHS, 1988, -a"
"JDC HEMMING JDCH, 2004, ","JDC HEMMING JDCH;MAE BARMAN MAEB;JH STANDRIDGE JHS","ASSESSMENT OF WATERS FOR ESTROGENIC ACTIVITY",NA,"CITATION","BOOK",NA,NA,NA,NA,"WATER ENVIRONMENT RESEARCH ",NA,2004,"ISI",NA,"none",NA,NA,"JDC HEMMING JDCH, 2004, ","JDC HEMMING JDCH, 2004, "
"J STANDRIDGE JS, 2003, ","J STANDRIDGE JS","PROTECTING THE WATERS OF WISCONSIN FROM MICROBIOLOGICAL THREATS","WISCONSIN MEDICAL JOURNAL","PDF","ARTICLE",NA,NA,NA,NA,"WMSTEST.ANCILLAPARTNERS.COM",NA,2003,"ISI",NA,"none",NA,NA,"J STANDRIDGE JS, 2003, ","J STANDRIDGE JS, 2003, "
", 2004, -a",";A CLARY AC;G BOWMAN GB;J STANDRIDGE JS;","IMPORTANCE OF DISINFECTION ON ARSENIC RELEASE IN WELLS","FINAL REPORT FOR ","PDF","ARTICLE",NA,NA,NA,NA,"WRI.WISC.EDU",NA,2004,"ISI",NA,"none",NA,NA,", 2004, ",", 2004, -a"
"AJ DEGNAN AJD, 2006, ","AJ DEGNAN AJD;J STANDRIDGE JS","ENTEROHEMORRHAGIC ESCHERICHIA COLI O157: H7 AND OTHERS","WATERBORNE PATHOGENS, 2ND EDN. AMERICAN WATER ","CITATION","ARTICLE",NA,NA,NA,NA,NA,NA,2006,"ISI",NA,"none",NA,NA,"AJ DEGNAN AJD, 2006, ","AJ DEGNAN AJD, 2006, "
"J STANDRIDGE JS, 2001, ","J STANDRIDGE JS;J OLSTADT JO;W SONZOGNI WS","PASSAGE OF MICROORGANISMS IN SEPTIC TANK EFFLUENTS THROUGH MOUND SAND IN A CONTROLLED LABORATORY ENVIRONMENT",NA,"CITATION","BOOK",NA,NA,NA,NA,"WISCONSIN STATE LABORATORY OF ",NA,2001,"ISI",NA,"none",NA,NA,"J STANDRIDGE JS, 2001, ","J STANDRIDGE JS, 2001, "
"MA BORCHARDT MAB, 2003, -a","MA BORCHARDT MAB;ME STEMPER MES;JH STANDRIDGE JHS","AEROMONAS ISOLATES FROM HUMAN DIARRHEIC STOOL AND GROUNDWATER COMPARED BY PULSED-FIELD GEL ELECTROPH",NA,"CITATION","MISC",NA,NA,NA,NA,NA,NA,2003,"ISI",NA,"none",NA,NA,"MA BORCHARDT MAB, 2003, ","MA BORCHARDT MAB, 2003, -a"
"JJ SCHAUER JJS, 2005, -a-b-c","JJ SCHAUER JJS;J OLSTADT JO;JH STANDRIDGE JHS;S KLUENDER SK","A COMPARISON OF TEN USEPA-APPROVED ENZYME-BASED TOTAL COLIFORM/E. COLI TESTS FOR MICROBIOLOGICAL GROUNDWATER MONITORING AND LABORATORY CONSULTATION",NA,"BOOK","BOOK",NA,NA,NA,NA,"198.57.177.218",NA,2005,"ISI",NA,"none",NA,NA,"JJ SCHAUER JJS, 2005, ","JJ SCHAUER JJS, 2005, -a-b-c"
"C NORENBERG CN, 1989, -a","C NORENBERG CN;J STANDRIDGE JS","GROUNDWATER SURVEY SHOWS LITTLE EVIDENCE OF BACTERIAL CONTAMINATION NEAR RAPID INFILTRATION WASTEWATER TREATMENT SYSTEM",NA,"CITATION","BOOK",NA,NA,NA,NA,"WISCONSIN DEPARTMENT OF NATURAL ",NA,1989,"ISI",NA,"none",NA,NA,"C NORENBERG CN, 1989, ","C NORENBERG CN, 1989, -a"
"MG AGUILERA-ARREOLA MGAA, 2005, ","MG AGUILERA ARREOLA MGAA;C HERNANDEZ RODRIGUEZ CHR;","ANTIMICROBIAL RESISTANCE SPREAD IN AQUATIC ENVIRONMENTS.","INTERNATIONAL JOURNAL OF ","CITATION","ARTICLE",NA,NA,NA,NA,"ORGZ",NA,2005,"ISI",NA,"none",NA,NA,"MG AGUILERA-ARREOLA MGAA, 2005, ","MG AGUILERA-ARREOLA MGAA, 2005, "
"AJ DEGNAN AJD, 2006, -a","AJ DEGNAN AJD;J STANDRIDGE JS","DESCRIPTION OF THE AGENT","WATERBORNE PATHOGENS","CITATION","ARTICLE",NA,NA,NA,NA,"AMER WATER WORKS ASSN",NA,2006,"ISI",NA,"none",NA,NA,"AJ DEGNAN AJD, 2006, ","AJ DEGNAN AJD, 2006, -a"
", 2018, -a-b",";T JACOB TJ;TK CANNADY TKC;J STANDRIDGE JS;","DIABETES AND OBESITY ASSOCIATED WITH POOR FOOD ENVIRONMENTS IN AMERICAN INDIAN COMMUNITIES: THE TRIBAL HEALTH AND RESILIENCE IN VULNERABLE ENVIRONMENTS ","CURRENT ",NA,"ARTICLE",NA,NA,NA,NA,"ACADEMIC.OUP.COM",NA,2018,"ISI",NA,"none",NA,NA,", 2018, ",", 2018, -a-b"
"M SUCHT MS, 1990, ","M SUCHT MS","WEST BEND AREA ROAD SALT USE STUDY",NA,"CITATION","BOOK",NA,NA,NA,NA,"WISCONSIN DEPARTMENT OF NATURAL ",NA,1990,"ISI",NA,"none",NA,NA,"M SUCHT MS, 1990, ","M SUCHT MS, 1990, "
"G SVAVARSSON GS, 1995, -a","G SVAVARSSON GS;J CONNELLY JC;H KUEHLING HK","A COMPARISON OF LOW FLOW PUMPING AND BAILING FOR VOC GROUNDWATER SAMPLING AT LANDFILLS",NA,NA,"BOOK",NA,NA,NA,NA,"OSTI.GOV",NA,1995,"ISI",NA,"none",NA,NA,"G SVAVARSSON GS, 1995, ","G SVAVARSSON GS, 1995, -a"
"G SVAVARSSON GS, 1995, -a-b","G SVAVARSSON GS;P FAUBLE PF","INVESTIGATION OF GROUNDWATER IMPACTS AT CONSTRUCTION AND DEMOLITION WASTE LANDFILLS",NA,"CITATION","BOOK",NA,NA,NA,NA,"WISCONSIN DEPARTMENT OF NATURAL ",NA,1995,"ISI",NA,"none",NA,NA,"G SVAVARSSON GS, 1995, ","G SVAVARSSON GS, 1995, -a-b"
"JT KROHELSKI JTK, 2000, ","JT KROHELSKI JTK;KR BRADBURY KRB;RJ HUNT RJH;","NUMERICAL SIMULATION OF GROUNDWATER FLOW IN DANE COUNTY, WISCONSIN","WISCONSIN GEOLOGICAL ","PDF","ARTICLE",NA,NA,NA,NA,"RESEARCHGATE.NET",NA,2000,"ISI",NA,"none",NA,NA,"JT KROHELSKI JTK, 2000, ","JT KROHELSKI JTK, 2000, "
"SK SWANSON SKS, 2006, -a-b","SK SWANSON SKS;JM BAHR JMB;KR BRADBURY KRB;KM ANDERSON KMA","EVIDENCE FOR PREFERENTIAL FLOW THROUGH SANDSTONE AQUIFERS IN SOUTHERN WISCONSIN","SEDIMENTARY GEOLOGY","HTML","ARTICLE",NA,NA,NA,NA,"ELSEVIER",NA,2006,"ISI",NA,"none",NA,NA,"SK SWANSON SKS, 2006, ","SK SWANSON SKS, 2006, -a-b"
"SK SWANSON SKS, 2004, ","SK SWANSON SKS;JM BAHR JMB","ANALYTICAL AND NUMERICAL MODELS TO EXPLAIN STEADY RATES OF SPRING FLOW","GROUNDWATER",NA,"ARTICLE",NA,NA,NA,NA,"WILEY ONLINE LIBRARY",NA,2004,"ISI",NA,"none",NA,NA,"SK SWANSON SKS, 2004, ","SK SWANSON SKS, 2004, "
"SK SWANSON SKS, 2007, -a","SK SWANSON SKS;KR BRADBURY KRB;DJ HART DJH","ASSESSING THE ECOLOGICAL STATUS AND VULNERABILITY OF SPRINGS IN WISCONSIN",NA,"BOOK","BOOK",NA,NA,NA,NA,"WRI.WISC.EDU",NA,2007,"ISI",NA,"none",NA,NA,"SK SWANSON SKS, 2007, ","SK SWANSON SKS, 2007, -a"
